onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2101	1.6000	dynamic	10	1	0	298	300	136.5789
7.5402	1.6000	dynamic	10	1	0	298	300	300.0000
11.8868	1.6000	dynamic	10	0	0	298	299	300.0000
16.2166	1.6000	dynamic	10	1	0	298	288	300.0000
20.5471	1.6000	dynamic	10	1	0	298	298	300.0000
24.8766	1.6000	dynamic	10	0	0	298	276	300.0000
29.2068	1.6000	dynamic	10	0	0	298	296	300.0000
33.5535	1.6000	dynamic	10	1	0	298	283	300.0000
37.8835	1.6000	dynamic	10	0	0	298	295	300.0000
42.2295	1.6000	dynamic	10	0	0	298	298	300.0000
46.5594	1.6000	dynamic	10	1	0	298	296	300.0000
50.9066	1.6000	dynamic	10	0	1	282	272	300.0000
55.2361	1.6000	dynamic	10	0	0	282	283	300.0000
59.5657	1.6000	dynamic	10	0	0	282	274	300.0000
63.8963	1.6000	dynamic	10	0	0	282	278	275.5263
68.2427	1.6000	dynamic	10	0	0	282	290	278.6842
72.5728	1.6000	dynamic	10	1	0	282	274	280.6579
76.9022	1.6000	dynamic	10	0	0	282	280	275.1316
81.2484	1.6000	dynamic	10	0	0	282	295	279.0789
85.5958	1.6000	dynamic	10	1	0	282	288	286.1842
89.9416	1.6000	dynamic	10	1	0	282	278	285.0000
94.2890	1.6000	dynamic	10	0	0	282	274	281.4474
98.6353	1.6000	dynamic	10	0	0	282	277	277.5000
102.9821	1.6000	dynamic	10	0	0	282	292	277.8947
107.3289	1.6000	dynamic	10	1	0	282	264	289.3421
111.6754	1.6000	dynamic	10	0	0	282	288	278.2895
116.0219	1.6000	dynamic	10	1	1	212	212	283.8158
120.3685	1.6000	dynamic	10	0	0	212	206	217.5000
124.7148	1.6000	dynamic	10	1	0	212	212	207.6316
129.0618	1.6000	dynamic	10	0	1	284	291	212.3684
133.4080	1.6000	dynamic	10	1	0	284	277	214.3421
137.7542	1.6000	dynamic	10	0	0	284	286	276.7105
142.1021	1.6000	dynamic	10	0	1	32	52	283.8158
146.4475	1.6000	dynamic	10	0	0	32	35	56.4474
150.7955	1.6000	dynamic	10	1	0	32	33	43.4211
155.1415	1.6000	dynamic	10	1	0	32	47	37.1053
159.4880	1.6000	dynamic	10	1	0	32	38	44.6053
163.8345	1.6000	dynamic	10	1	0	32	29	36.3158
168.2147	1.6000	dynamic	10	0	0	32	28	29.6053
172.5613	1.6000	dynamic	10	0	0	32	44	28.4211
176.9080	1.6000	dynamic	10	0	1	166	192	33.5526
181.2537	1.6000	dynamic	10	1	0	166	167	187.1053
185.6015	1.6000	dynamic	10	0	0	166	167	183.1579
189.9470	1.6000	dynamic	10	1	0	166	165	182.3684
194.2943	1.6000	dynamic	10	0	0	166	150	178.0263
198.6401	1.6000	dynamic	10	0	0	166	162	160.6579
202.9874	1.6000	dynamic	10	0	0	166	187	160.6579
207.3340	1.6000	dynamic	10	0	0	166	169	173.2895
211.6806	1.6000	dynamic	10	1	0	166	166	169.7368
216.0275	1.6000	dynamic	10	1	0	166	166	168.5526
220.3740	1.6000	dynamic	10	1	1	173	176	168.1579
224.7205	1.6000	dynamic	10	0	0	173	168	174.0789
229.0672	1.6000	dynamic	10	0	0	173	182	172.1053
233.4138	1.6000	dynamic	10	0	1	112	111	184.3421
237.7598	1.6000	dynamic	10	0	0	112	116	110.1316
242.1065	1.6000	dynamic	10	1	0	112	105	117.6316
246.4543	1.6000	dynamic	10	1	0	112	85	108.5526
250.8006	1.6000	dynamic	10	1	0	112	116	87.6316
255.1470	1.6000	dynamic	10	1	1	269	264	114.8684
259.4936	1.6000	dynamic	10	0	0	269	270	260.5263
263.8400	1.6000	dynamic	10	1	0	269	266	269.6053
268.1865	1.6000	dynamic	10	1	0	269	281	254.6053
272.5504	1.6000	dynamic	10	1	0	269	260	275.5263
276.9133	1.6000	dynamic	10	1	0	269	285	273.5526
281.2762	1.6000	dynamic	10	0	0	269	289	283.8158
285.6394	1.6000	dynamic	10	0	0	269	268	288.5526
289.9865	1.6000	dynamic	10	1	0	269	281	283.8158
294.3332	1.6000	dynamic	10	0	0	269	269	279.8684
298.6961	1.6000	dynamic	10	1	0	269	281	271.1842
303.0598	1.6000	dynamic	10	0	0	269	261	279.8684
307.4225	1.6000	dynamic	10	0	0	269	266	261.3158
311.7862	1.6000	dynamic	10	0	0	269	257	265.6579
316.1501	1.6000	dynamic	10	0	0	269	256	261.3158
320.5127	1.6000	dynamic	10	1	0	269	277	260.1316
324.8759	1.6000	dynamic	10	1	0	269	264	279.4737
329.2396	1.6000	dynamic	10	1	0	269	255	275.9211
333.6030	1.6000	dynamic	10	1	0	269	254	258.9474
337.9664	1.6000	dynamic	10	0	0	269	271	255.3947
342.3298	1.6000	dynamic	10	0	0	269	270	273.1579
346.6925	1.6000	dynamic	10	1	0	269	279	269.2105
351.0566	1.6000	dynamic	10	1	0	269	271	273.5526
355.4196	1.6000	dynamic	10	1	0	269	279	272.3684
359.7834	1.6000	dynamic	10	1	0	269	266	274.7368
364.1464	1.6000	dynamic	10	0	0	269	272	272.3684
368.5093	1.6000	dynamic	10	0	0	269	265	273.1579
372.8729	1.6000	dynamic	10	0	0	269	263	271.9737
377.2355	1.6000	dynamic	10	0	0	269	272	271.9737
381.5999	1.6000	dynamic	10	0	0	269	256	271.9737
385.9630	1.6000	dynamic	10	1	1	150	152	259.3421
390.3257	1.6000	dynamic	10	1	0	150	152	154.7368
394.6896	1.6000	dynamic	10	1	0	150	161	155.5263
399.0522	1.6000	dynamic	10	1	0	150	147	163.8158
403.4166	1.6000	dynamic	10	1	0	150	146	153.5526
407.7798	1.6000	dynamic	10	0	0	150	153	148.0263
412.1425	1.6000	dynamic	10	0	0	150	160	151.1842
416.5061	1.6000	dynamic	10	1	1	230	213	161.4474
420.8693	1.6000	dynamic	10	1	0	230	227	190.6579
425.2331	1.6000	dynamic	10	0	0	230	233	228.5526
429.5964	1.6000	dynamic	10	0	1	154	164	232.5000
433.9757	1.6000	dynamic	10	0	0	154	172	166.9737
438.3395	1.6000	dynamic	10	0	0	154	159	169.7368
442.7029	1.6000	dynamic	10	0	0	154	148	163.4211
447.0662	1.6000	dynamic	10	0	0	154	158	149.2105
451.4296	1.6000	dynamic	10	0	0	154	141	148.0263
455.7925	1.6000	dynamic	10	0	0	154	151	146.4474
460.1563	1.6000	dynamic	10	0	1	79	84	149.6053
464.5195	1.6000	dynamic	10	0	0	79	82	84.0789
468.8830	1.6000	dynamic	10	0	0	79	80	79.7368
473.2462	1.6000	dynamic	10	1	0	79	99	77.7632
477.6089	1.6000	dynamic	10	1	0	79	74	94.3421
481.9720	1.6000	dynamic	10	1	0	79	88	78.9474
486.3361	1.6000	dynamic	10	0	0	79	86	86.4474
490.6988	1.6000	dynamic	10	1	0	79	88	93.5526
495.0628	1.6000	dynamic	10	0	0	79	66	93.5526
499.4262	1.6000	dynamic	10	0	0	79	83	86.0526
503.7888	1.6000	dynamic	10	1	0	79	69	80.9211
508.1529	1.6000	dynamic	10	0	0	79	80	80.1316
512.5169	1.6000	dynamic	10	0	0	79	82	75.0000
516.8795	1.6000	dynamic	10	1	0	79	69	84.8684
521.2419	1.6000	dynamic	10	0	0	79	59	81.7105
