onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2430	1.6000	dynamic	10	0	0	62	50	154.3421
7.8902	1.6000	dynamic	10	0	0	62	50	54.4737
12.4881	1.6000	dynamic	10	0	0	62	72	51.3158
17.1017	1.6000	dynamic	10	1	0	62	66	64.3421
21.7159	1.6000	dynamic	10	0	1	100	107	65.9211
26.3141	1.6000	dynamic	10	0	0	100	107	97.5000
30.9117	1.6000	dynamic	10	1	0	100	108	103.8158
35.5092	1.6000	dynamic	10	1	0	100	89	105.7895
40.1220	1.6000	dynamic	10	0	0	100	104	96.7105
44.7370	1.6000	dynamic	10	0	0	100	88	99.4737
49.3511	1.6000	dynamic	10	0	0	100	98	95.1316
53.9653	1.6000	dynamic	10	0	0	100	97	98.6842
58.5787	1.6000	dynamic	10	1	0	100	95	99.0789
63.1935	1.6000	dynamic	10	1	1	155	157	96.7105
67.8068	1.6000	dynamic	10	1	0	155	153	146.8421
72.4039	1.6000	dynamic	10	1	0	155	139	150.7895
77.0026	1.6000	dynamic	10	1	1	197	205	143.6842
81.6155	1.6000	dynamic	10	0	0	197	191	199.3421
86.2299	1.6000	dynamic	10	0	0	197	202	197.3684
90.8445	1.6000	dynamic	10	0	0	197	194	198.5526
95.4595	1.6000	dynamic	10	0	0	197	204	197.3684
100.0722	1.6000	dynamic	10	1	0	197	190	201.7105
104.6860	1.6000	dynamic	10	0	0	197	208	195.7895
109.3009	1.6000	dynamic	10	1	0	197	198	201.7105
113.9142	1.6000	dynamic	10	1	0	197	201	201.7105
118.5291	1.6000	dynamic	10	0	0	197	199	200.9211
123.1434	1.6000	dynamic	10	0	0	197	208	197.7632
127.7572	1.6000	dynamic	10	1	0	197	194	203.6842
132.3716	1.6000	dynamic	10	1	0	197	184	199.7368
136.9857	1.6000	dynamic	10	0	1	272	243	191.8421
141.5990	1.6000	dynamic	10	1	0	272	278	236.0526
146.2127	1.6000	dynamic	10	0	0	272	277	268.0263
150.8281	1.6000	dynamic	10	0	0	272	281	273.1579
155.4419	1.6000	dynamic	10	0	0	272	279	277.1053
160.0559	1.6000	dynamic	10	0	0	272	259	277.5000
164.6690	1.6000	dynamic	10	0	1	233	252	268.0263
169.2832	1.6000	dynamic	10	0	0	233	219	258.9474
173.8977	1.6000	dynamic	10	0	0	233	227	239.2105
178.5116	1.6000	dynamic	10	0	0	233	244	234.4737
183.1266	1.6000	dynamic	10	1	0	233	232	238.0263
187.7406	1.6000	dynamic	10	0	0	233	226	238.0263
192.3548	1.6000	dynamic	10	1	0	233	222	234.0789
196.9680	1.6000	dynamic	10	0	0	233	226	229.7368
201.5997	1.6000	dynamic	10	1	0	233	241	226.9737
206.2128	1.6000	dynamic	10	0	0	233	247	233.6842
210.8282	1.6000	dynamic	10	1	0	233	219	239.2105
