onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4203	1.6000	dynamic	25	0	0	32	8	161.8421
8.0197	1.6000	dynamic	25	0	0	32	35	28.8158
12.6028	1.6000	dynamic	25	0	0	32	34	33.9474
17.1858	1.6000	dynamic	25	0	0	32	23	33.9474
21.7688	1.6000	dynamic	25	1	0	32	3	35.9211
26.3548	1.6000	dynamic	25	0	0	32	8	28.0263
31.0710	1.6000	dynamic	25	1	0	32	50	22.5000
35.6707	1.6000	dynamic	25	0	0	32	31	34.3421
40.2676	1.6000	dynamic	25	0	0	32	76	33.9474
44.8511	1.6000	dynamic	25	0	0	32	41	37.5000
49.4337	1.6000	dynamic	25	1	0	32	10	41.0526
54.0166	1.6000	dynamic	25	0	0	32	29	38.6842
58.5996	1.6000	dynamic	25	1	0	32	4	35.9211
63.1831	1.6000	dynamic	25	0	1	120	184	33.5526
67.7658	1.6000	dynamic	25	1	0	120	168	183.5526
72.3513	1.6000	dynamic	25	1	0	120	139	176.0526
76.9493	1.6000	dynamic	25	1	0	120	142	171.3158
81.5320	1.6000	dynamic	25	0	1	100	117	168.1579
86.1150	1.6000	dynamic	25	1	0	100	107	141.7105
90.6981	1.6000	dynamic	25	0	0	100	80	132.6316
95.2807	1.6000	dynamic	25	0	0	100	80	99.8684
99.8805	1.6000	dynamic	25	1	0	100	81	94.7368
104.4635	1.6000	dynamic	25	0	0	100	116	90.0000
109.0635	1.6000	dynamic	25	1	1	272	260	95.5263
113.6463	1.6000	dynamic	25	1	0	272	266	257.3684
118.2296	1.6000	dynamic	25	1	0	272	280	266.0526
122.8130	1.6000	dynamic	25	1	0	272	229	276.7105
127.3956	1.6000	dynamic	25	0	0	272	254	258.1579
131.9951	1.6000	dynamic	25	0	0	272	246	255.7895
136.5951	1.6000	dynamic	25	1	0	272	253	252.2368
141.1779	1.6000	dynamic	25	1	0	272	298	254.2105
145.7778	1.6000	dynamic	25	0	0	272	285	262.5000
150.3772	1.6000	dynamic	25	1	0	272	289	265.6579
154.9603	1.6000	dynamic	25	1	0	272	259	289.3421
159.5600	1.6000	dynamic	25	0	0	272	280	270.0000
164.1597	1.6000	dynamic	25	0	0	272	265	273.5526
168.7431	1.6000	dynamic	25	0	0	272	258	270.3947
173.3425	1.6000	dynamic	25	1	0	272	279	268.8158
177.9447	1.6000	dynamic	25	0	0	272	213	272.3684
182.5588	1.6000	dynamic	25	0	1	22	41	239.6053
187.1582	1.6000	dynamic	25	0	0	22	53	53.2895
191.7582	1.6000	dynamic	25	1	0	22	2	53.2895
196.3413	1.6000	dynamic	25	1	0	22	46	30.3947
200.9406	1.6000	dynamic	25	1	0	22	61	28.8158
205.5410	1.6000	dynamic	25	0	0	22	5	39.0789
210.1237	1.6000	dynamic	25	1	0	22	2	26.0526
214.7235	1.6000	dynamic	25	1	0	22	21	22.1053
219.3228	1.6000	dynamic	25	1	0	22	0	18.9474
223.9225	1.6000	dynamic	25	0	0	22	81	19.3421
228.5222	1.6000	dynamic	25	0	0	22	70	50.1316
233.1221	1.6000	dynamic	25	0	0	22	44	63.1579
237.7216	1.6000	dynamic	25	0	0	22	46	45.3947
242.3213	1.6000	dynamic	25	1	0	22	25	45.3947
246.9210	1.6000	dynamic	25	1	0	22	46	41.0526
251.5208	1.6000	dynamic	25	1	0	22	21	43.4211
256.1204	1.6000	dynamic	25	1	0	22	38	30.7895
260.7201	1.6000	dynamic	25	0	0	22	13	39.4737
265.3532	1.6000	dynamic	25	1	0	22	25	36.7105
269.9529	1.6000	dynamic	25	1	0	22	32	38.6842
274.5526	1.6000	dynamic	25	0	0	22	14	37.8947
