onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4256	1.6000	dynamic	25	0	0	273	294	177.2368
8.2919	1.6000	dynamic	25	0	0	273	274	260.1316
12.8746	1.6000	dynamic	25	1	0	273	264	274.7368
17.4580	1.6000	dynamic	25	0	0	273	271	270.0000
22.0410	1.6000	dynamic	25	0	0	273	257	269.6053
26.6263	1.6000	dynamic	25	1	0	273	280	264.4737
31.2238	1.6000	dynamic	25	1	0	273	282	272.7632
35.8064	1.6000	dynamic	25	1	0	273	300	274.3421
40.3894	1.6000	dynamic	25	1	1	262	258	277.8947
44.9725	1.6000	dynamic	25	1	0	262	237	264.8684
49.5554	1.6000	dynamic	25	0	0	262	272	253.0263
54.1388	1.6000	dynamic	25	0	0	262	287	260.5263
58.7219	1.6000	dynamic	25	1	0	262	248	265.6579
63.3045	1.6000	dynamic	25	0	0	262	259	260.9211
67.8882	1.6000	dynamic	25	0	0	262	295	252.6316
72.4711	1.6000	dynamic	25	0	1	71	110	262.8947
77.0537	1.6000	dynamic	25	1	0	71	27	105.7895
81.6368	1.6000	dynamic	25	1	0	71	117	52.8947
86.2202	1.6000	dynamic	25	1	0	71	76	94.3421
90.8032	1.6000	dynamic	25	0	0	71	28	72.2368
95.3863	1.6000	dynamic	25	0	0	71	66	48.9474
99.9693	1.6000	dynamic	25	1	0	71	46	59.6053
104.5520	1.6000	dynamic	25	0	1	260	266	51.7105
109.1351	1.6000	dynamic	25	1	0	260	234	251.0526
113.7351	1.6000	dynamic	25	0	0	260	272	234.4737
118.3178	1.6000	dynamic	25	1	0	260	274	248.6842
122.9175	1.6000	dynamic	25	0	0	260	280	250.6579
127.5005	1.6000	dynamic	25	1	0	260	269	258.1579
132.0839	1.6000	dynamic	25	0	0	260	290	260.9211
136.6836	1.6000	dynamic	25	1	0	260	231	262.8947
141.2665	1.6000	dynamic	25	1	0	260	219	248.6842
145.8663	1.6000	dynamic	25	0	0	260	233	241.9737
150.4661	1.6000	dynamic	25	0	0	260	278	237.2368
155.0494	1.6000	dynamic	25	1	0	260	221	250.2632
159.6318	1.6000	dynamic	25	0	0	260	270	237.2368
164.2317	1.6000	dynamic	25	1	0	260	252	244.7368
168.8316	1.6000	dynamic	25	0	1	240	256	249.4737
173.4143	1.6000	dynamic	25	0	0	240	203	250.6579
178.0166	1.6000	dynamic	25	1	0	240	210	206.8421
182.6307	1.6000	dynamic	25	0	0	240	290	207.2368
187.2300	1.6000	dynamic	25	1	0	240	255	209.6053
191.8296	1.6000	dynamic	25	0	0	240	239	218.2895
196.4295	1.6000	dynamic	25	1	0	240	254	220.6579
201.0125	1.6000	dynamic	25	0	0	240	241	224.6053
205.6122	1.6000	dynamic	25	1	0	240	259	228.1579
210.2146	1.6000	dynamic	25	1	0	240	231	231.3158
214.8283	1.6000	dynamic	25	1	0	240	230	227.7632
219.4280	1.6000	dynamic	25	1	0	240	243	227.3684
