onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4198	1.6000	dynamic	10	0	0	275	266	153.1579
8.0362	1.6000	dynamic	10	0	0	275	277	256.9737
12.6526	1.6000	dynamic	10	1	0	275	260	273.9474
17.2523	1.6000	dynamic	10	0	0	275	273	265.6579
21.8354	1.6000	dynamic	10	1	0	275	272	270.7895
26.4184	1.6000	dynamic	10	1	0	275	267	272.7632
30.9847	1.6000	dynamic	10	0	0	275	269	270.3947
35.5851	1.6000	dynamic	10	0	0	275	284	270.0000
40.1512	1.6000	dynamic	10	1	1	42	58	276.7105
44.7672	1.6000	dynamic	10	0	0	42	36	61.1842
49.3669	1.6000	dynamic	10	1	0	42	36	48.9474
53.9666	1.6000	dynamic	10	0	0	42	45	40.6579
58.6163	1.6000	dynamic	10	1	0	42	43	43.4211
63.2158	1.6000	dynamic	10	0	0	42	51	43.0263
67.9323	1.6000	dynamic	10	0	0	42	53	46.1842
72.4987	1.6000	dynamic	10	0	0	42	38	46.1842
77.0676	1.6000	dynamic	10	0	0	42	16	43.0263
81.6648	1.6000	dynamic	10	0	0	42	46	32.7632
86.2648	1.6000	dynamic	10	0	0	42	43	41.0526
90.8479	1.6000	dynamic	10	1	0	42	46	42.2368
95.4306	1.6000	dynamic	10	1	0	42	57	46.1842
100.0136	1.6000	dynamic	10	0	0	42	48	52.1053
104.6133	1.6000	dynamic	10	0	0	42	33	51.3158
109.1963	1.6000	dynamic	10	1	0	42	55	41.4474
113.7796	1.6000	dynamic	10	0	0	42	57	47.7632
118.3623	1.6000	dynamic	10	0	0	42	58	52.1053
122.9650	1.6000	dynamic	10	1	0	42	34	56.8421
127.5618	1.6000	dynamic	10	1	0	42	53	45.0000
132.1452	1.6000	dynamic	10	0	0	42	50	49.7368
136.7446	1.6000	dynamic	10	0	0	42	24	49.3421
141.3279	1.6000	dynamic	10	1	0	42	44	38.6842
145.9110	1.6000	dynamic	10	0	0	42	39	40.6579
150.5106	1.6000	dynamic	10	0	0	42	41	40.2632
155.1104	1.6000	dynamic	10	0	0	42	34	40.6579
159.6931	1.6000	dynamic	10	0	0	42	43	39.4737
164.2928	1.6000	dynamic	10	0	0	42	49	40.6579
168.8762	1.6000	dynamic	10	1	0	42	34	42.6316
173.4759	1.6000	dynamic	10	0	1	100	98	35.1316
178.0753	1.6000	dynamic	10	1	0	100	109	95.1316
182.6586	1.6000	dynamic	10	0	0	100	110	106.5789
187.2594	1.6000	dynamic	10	0	0	100	104	108.5526
191.8577	1.6000	dynamic	10	0	0	100	88	108.1579
196.4411	1.6000	dynamic	10	0	1	85	78	99.0789
201.0404	1.6000	dynamic	10	1	0	85	89	87.2368
205.6408	1.6000	dynamic	10	1	0	85	85	87.2368
210.2235	1.6000	dynamic	10	0	0	85	96	86.8421
214.8232	1.6000	dynamic	10	1	1	199	197	91.1842
219.4230	1.6000	dynamic	10	0	0	199	211	190.2632
224.0083	1.6000	dynamic	10	1	0	199	198	191.0526
228.6224	1.6000	dynamic	10	1	0	199	204	197.7632
233.2218	1.6000	dynamic	10	0	0	199	182	203.6842
237.8215	1.6000	dynamic	10	0	0	199	177	190.6579
242.4211	1.6000	dynamic	10	0	0	199	218	188.6842
247.0545	1.6000	dynamic	10	0	0	199	191	201.7105
251.6539	1.6000	dynamic	10	0	0	199	204	200.1316
256.2540	1.6000	dynamic	10	1	0	199	199	203.2895
260.8533	1.6000	dynamic	10	0	0	199	206	199.7368
265.4697	1.6000	dynamic	10	0	0	199	197	203.6842
270.0694	1.6000	dynamic	10	1	0	199	198	202.5000
274.6691	1.6000	dynamic	10	0	0	199	193	199.7368
279.2688	1.6000	dynamic	10	1	0	199	224	198.1579
