onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4152	1.6000	dynamic	25	0	0	60	33	155.1316
7.9812	1.6000	dynamic	25	1	0	60	47	35.9211
12.5643	1.6000	dynamic	25	0	0	60	45	41.4474
17.1473	1.6000	dynamic	25	0	0	60	20	44.6053
21.7303	1.6000	dynamic	25	0	0	60	83	33.9474
26.3137	1.6000	dynamic	25	0	0	60	59	48.9474
30.8967	1.6000	dynamic	25	0	0	60	55	50.5263
35.4798	1.6000	dynamic	25	0	0	60	43	55.6579
40.0625	1.6000	dynamic	25	0	0	60	22	49.7368
44.6288	1.6000	dynamic	25	0	0	60	77	46.1842
49.2121	1.6000	dynamic	25	0	0	60	93	46.1842
53.8119	1.6000	dynamic	25	1	0	60	92	50.5263
58.3946	1.6000	dynamic	25	0	0	60	85	60.0000
62.9777	1.6000	dynamic	25	1	0	60	63	54.4737
67.5610	1.6000	dynamic	25	1	0	60	32	53.6842
72.1437	1.6000	dynamic	25	1	0	60	95	30.0000
76.7268	1.6000	dynamic	25	1	0	60	36	79.3421
81.3097	1.6000	dynamic	25	1	0	60	24	58.8158
85.8929	1.6000	dynamic	25	1	1	23	31	38.2895
90.4759	1.6000	dynamic	25	1	0	23	57	30.7895
95.0590	1.6000	dynamic	25	1	0	23	32	55.6579
99.6420	1.6000	dynamic	25	1	0	23	64	46.9737
104.2250	1.6000	dynamic	25	1	0	23	25	57.6316
108.8107	1.6000	dynamic	25	0	0	23	8	41.0526
113.4078	1.6000	dynamic	25	0	0	23	50	40.2632
118.1408	1.6000	dynamic	25	1	0	23	12	39.4737
122.7270	1.6000	dynamic	25	0	0	23	7	35.5263
127.3239	1.6000	dynamic	25	1	0	23	32	31.5789
131.9095	1.6000	dynamic	25	0	0	23	24	14.2105
136.5066	1.6000	dynamic	25	0	0	23	17	16.5789
141.0892	1.6000	dynamic	25	0	1	150	104	14.6053
145.6892	1.6000	dynamic	25	0	0	150	140	102.2368
150.2888	1.6000	dynamic	25	1	0	150	166	122.3684
154.8717	1.6000	dynamic	25	1	0	150	164	139.3421
159.4715	1.6000	dynamic	25	1	0	150	168	148.4211
164.0711	1.6000	dynamic	25	0	1	250	236	154.3421
168.6546	1.6000	dynamic	25	1	0	250	293	195.3947
173.2539	1.6000	dynamic	25	0	0	250	269	251.4474
177.8535	1.6000	dynamic	25	1	1	207	206	249.4737
182.4533	1.6000	dynamic	25	1	0	207	209	247.8947
187.0364	1.6000	dynamic	25	0	0	207	232	241.5789
191.6390	1.6000	dynamic	25	0	0	207	245	237.2368
196.2525	1.6000	dynamic	25	0	0	207	218	245.5263
200.8522	1.6000	dynamic	25	1	0	207	218	248.6842
205.4522	1.6000	dynamic	25	0	0	207	228	246.3158
210.0516	1.6000	dynamic	25	0	0	207	228	246.3158
214.6349	1.6000	dynamic	25	0	0	207	241	246.3158
219.2343	1.6000	dynamic	25	0	1	199	187	248.2895
223.8177	1.6000	dynamic	25	1	0	199	173	226.5789
228.4171	1.6000	dynamic	25	0	0	199	216	176.4474
