onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2560	1.6000	dynamic	25	1	0	35	46	208.8158
7.8999	1.6000	dynamic	25	1	0	35	8	49.3421
12.5081	1.6000	dynamic	25	0	0	35	52	39.0789
17.1184	1.6000	dynamic	25	1	0	35	46	46.5789
21.7282	1.6000	dynamic	25	0	0	35	17	37.8947
26.3364	1.6000	dynamic	25	1	0	35	46	39.8684
30.9459	1.6000	dynamic	25	0	0	35	20	41.0526
35.5561	1.6000	dynamic	25	1	0	35	24	39.8684
40.1649	1.6000	dynamic	25	0	1	128	118	37.5000
44.7744	1.6000	dynamic	25	0	0	128	121	107.3684
49.3846	1.6000	dynamic	25	1	0	128	142	114.0789
53.9943	1.6000	dynamic	25	0	0	128	142	128.6842
58.6031	1.6000	dynamic	25	1	0	128	115	135.0000
63.2131	1.6000	dynamic	25	0	0	128	170	127.8947
67.8225	1.6000	dynamic	25	0	0	128	151	158.6842
72.4313	1.6000	dynamic	25	1	0	128	105	155.9211
77.0417	1.6000	dynamic	25	0	0	128	118	120.7895
81.6500	1.6000	dynamic	25	1	0	128	123	121.1842
86.2597	1.6000	dynamic	25	1	0	128	134	125.5263
90.8701	1.6000	dynamic	25	1	0	128	99	130.2632
95.4794	1.6000	dynamic	25	0	0	128	110	128.2895
100.0884	1.6000	dynamic	25	0	0	128	113	120.3947
104.6975	1.6000	dynamic	25	1	0	128	151	116.8421
109.3080	1.6000	dynamic	25	0	1	174	171	127.5000
113.9163	1.6000	dynamic	25	1	0	174	201	143.2895
118.5268	1.6000	dynamic	25	0	0	174	192	196.1842
123.1530	1.6000	dynamic	25	0	0	174	162	191.4474
127.7793	1.6000	dynamic	25	1	0	174	177	187.8947
132.3891	1.6000	dynamic	25	1	0	174	187	183.1579
136.9982	1.6000	dynamic	25	0	0	174	188	186.7105
141.6082	1.6000	dynamic	25	0	0	174	228	188.6842
146.2329	1.6000	dynamic	25	1	0	174	177	213.5526
150.8434	1.6000	dynamic	25	0	0	174	146	196.9737
155.4690	1.6000	dynamic	25	0	0	174	193	170.9211
160.0783	1.6000	dynamic	25	0	0	174	193	186.3158
164.7053	1.6000	dynamic	25	1	1	253	264	189.4737
169.3149	1.6000	dynamic	25	0	0	253	201	256.9737
173.9399	1.6000	dynamic	25	0	0	253	289	226.1842
178.5675	1.6000	dynamic	25	1	0	253	292	257.3684
183.1927	1.6000	dynamic	25	0	0	253	292	258.1579
187.8189	1.6000	dynamic	25	0	0	253	233	259.3421
192.4448	1.6000	dynamic	25	1	1	19	48	250.2632
197.0722	1.6000	dynamic	25	0	0	19	40	54.4737
201.6971	1.6000	dynamic	25	1	0	19	30	44.2105
206.3250	1.6000	dynamic	25	1	0	19	28	41.0526
210.9512	1.6000	dynamic	25	0	0	19	33	39.0789
215.5760	1.6000	dynamic	25	0	0	19	33	36.3158
220.2025	1.6000	dynamic	25	1	0	19	28	32.3684
224.8295	1.6000	dynamic	25	1	0	19	5	37.1053
229.4561	1.6000	dynamic	25	1	0	19	22	39.0789
234.0814	1.6000	dynamic	25	1	0	19	21	40.6579
238.7085	1.6000	dynamic	25	0	0	19	41	39.4737
243.3344	1.6000	dynamic	25	0	0	19	46	39.0789
247.9597	1.6000	dynamic	25	0	0	19	47	37.8947
252.5860	1.6000	dynamic	25	1	1	255	262	37.5000
257.2120	1.6000	dynamic	25	0	0	255	244	257.3684
261.8391	1.6000	dynamic	25	0	0	255	246	255.3947
266.4658	1.6000	dynamic	25	1	0	255	280	253.8158
271.0908	1.6000	dynamic	25	0	0	255	237	259.7368
275.7169	1.6000	dynamic	25	1	0	255	274	256.5789
280.3434	1.6000	dynamic	25	1	0	255	267	257.7632
284.9694	1.6000	dynamic	25	0	0	255	263	256.9737
289.5958	1.6000	dynamic	25	1	0	255	254	257.7632
294.2555	1.6000	dynamic	25	1	1	194	239	256.5789
298.8828	1.6000	dynamic	25	1	0	194	168	253.4211
303.5100	1.6000	dynamic	25	1	0	194	215	181.1842
308.1354	1.6000	dynamic	25	0	0	194	182	201.7105
312.7604	1.6000	dynamic	25	0	0	194	233	193.4211
317.3876	1.6000	dynamic	25	0	0	194	187	210.7895
322.0140	1.6000	dynamic	25	1	0	194	214	199.7368
326.6402	1.6000	dynamic	25	1	0	194	231	205.6579
331.2667	1.6000	dynamic	25	1	1	214	169	211.5789
335.9083	1.6000	dynamic	25	1	0	214	210	203.6842
340.5523	1.6000	dynamic	25	0	0	214	197	206.4474
345.1776	1.6000	dynamic	25	0	1	206	218	202.8947
349.8048	1.6000	dynamic	25	1	0	206	232	206.8421
354.4811	1.6000	dynamic	25	1	0	206	285	209.2105
359.1065	1.6000	dynamic	25	0	1	83	61	264.0789
363.7348	1.6000	dynamic	25	1	0	83	120	47.7632
368.3589	1.6000	dynamic	25	1	0	83	142	106.9737
373.0030	1.6000	dynamic	25	0	0	83	53	123.5526
377.6450	1.6000	dynamic	25	0	0	83	104	91.1842
382.2881	1.6000	dynamic	25	0	0	83	102	99.4737
386.9142	1.6000	dynamic	25	0	0	83	138	99.8684
391.5407	1.6000	dynamic	25	0	0	83	34	114.4737
396.1834	1.6000	dynamic	25	0	0	83	118	40.2632
400.8269	1.6000	dynamic	25	1	0	83	59	97.5000
405.4706	1.6000	dynamic	25	0	0	83	55	70.2632
410.0955	1.6000	dynamic	25	0	0	83	57	61.1842
414.7396	1.6000	dynamic	25	0	0	83	118	59.2105
419.3653	1.6000	dynamic	25	0	0	83	83	106.5789
