onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4206	1.6000	dynamic	10	0	0	288	293	141.3158
8.2704	1.6000	dynamic	10	1	0	288	289	277.8947
12.8531	1.6000	dynamic	10	1	0	288	272	287.3684
17.4361	1.6000	dynamic	10	1	0	288	292	272.3684
22.0191	1.6000	dynamic	10	0	0	288	275	288.1579
26.6025	1.6000	dynamic	10	0	0	288	292	279.8684
31.2022	1.6000	dynamic	10	0	0	288	280	286.1842
35.7850	1.6000	dynamic	10	0	0	288	264	282.6316
40.4350	1.6000	dynamic	10	0	1	248	227	278.6842
45.0180	1.6000	dynamic	10	0	0	248	261	226.9737
49.6011	1.6000	dynamic	10	0	0	248	238	238.8158
54.1865	1.6000	dynamic	10	1	0	248	235	237.6316
58.7835	1.6000	dynamic	10	1	0	248	249	236.4474
63.3664	1.6000	dynamic	10	1	0	248	254	244.7368
67.9665	1.6000	dynamic	10	0	0	248	241	250.6579
72.5495	1.6000	dynamic	10	0	0	248	239	246.3158
77.1326	1.6000	dynamic	10	0	0	248	250	242.7632
81.7153	1.6000	dynamic	10	1	0	248	249	249.4737
86.2987	1.6000	dynamic	10	0	0	248	261	255.0000
90.8817	1.6000	dynamic	10	0	0	248	261	258.5526
95.4647	1.6000	dynamic	10	1	1	191	195	261.3158
100.0475	1.6000	dynamic	10	1	0	191	174	200.5263
104.6471	1.6000	dynamic	10	1	0	191	220	173.6842
109.2303	1.6000	dynamic	10	0	0	191	194	191.4474
113.8136	1.6000	dynamic	10	0	0	191	178	193.4211
118.3966	1.6000	dynamic	10	0	0	191	197	185.9211
123.0293	1.6000	dynamic	10	0	0	191	209	195.0000
127.6124	1.6000	dynamic	10	0	0	191	197	199.3421
132.2120	1.6000	dynamic	10	0	0	191	189	198.1579
136.8118	1.6000	dynamic	10	1	0	191	198	195.3947
141.3974	1.6000	dynamic	10	0	0	191	200	200.1316
145.9945	1.6000	dynamic	10	0	0	191	191	195.0000
150.5951	1.6000	dynamic	10	0	0	191	195	192.6316
155.1773	1.6000	dynamic	10	1	0	191	201	195.3947
159.7770	1.6000	dynamic	10	1	0	191	170	197.7632
164.3767	1.6000	dynamic	10	1	0	191	174	191.0526
168.9598	1.6000	dynamic	10	0	0	191	174	182.3684
173.5623	1.6000	dynamic	10	0	0	191	184	178.4211
178.1757	1.6000	dynamic	10	0	0	191	199	180.7895
182.7755	1.6000	dynamic	10	1	0	191	193	188.2895
187.3752	1.6000	dynamic	10	0	0	191	181	192.2368
191.9916	1.6000	dynamic	10	1	0	191	199	181.1842
196.5913	1.6000	dynamic	10	1	0	191	210	190.2632
201.1910	1.6000	dynamic	10	0	0	191	187	198.9474
205.7907	1.6000	dynamic	10	0	0	191	193	193.0263
210.3903	1.6000	dynamic	10	1	0	191	195	190.2632
214.9905	1.6000	dynamic	10	1	0	191	191	193.0263
219.5902	1.6000	dynamic	10	0	0	191	203	191.0526
224.1895	1.6000	dynamic	10	0	1	97	83	194.6053
228.7895	1.6000	dynamic	10	1	0	97	107	84.8684
233.3891	1.6000	dynamic	10	1	0	97	94	91.5789
237.9911	1.6000	dynamic	10	1	0	97	94	90.0000
242.5884	1.6000	dynamic	10	1	0	97	103	91.9737
247.1880	1.6000	dynamic	10	1	0	97	92	95.9211
251.7881	1.6000	dynamic	10	1	0	97	98	94.3421
