onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.4150	1.6000	dynamic	25	0	0	217	248	145.6579
8.2647	1.6000	dynamic	25	0	0	217	242	243.1579
12.8477	1.6000	dynamic	25	0	0	217	198	245.5263
17.4144	1.6000	dynamic	25	0	0	217	225	229.3421
21.9809	1.6000	dynamic	25	0	0	217	225	226.1842
26.5638	1.6000	dynamic	25	1	0	217	237	227.7632
31.1299	1.6000	dynamic	25	0	0	217	171	229.7368
35.7129	1.6000	dynamic	25	0	0	217	241	219.0789
40.2962	1.6000	dynamic	25	0	0	217	217	227.7632
44.8627	1.6000	dynamic	25	0	1	265	249	223.4211
49.4290	1.6000	dynamic	25	1	0	265	281	238.4211
54.0118	1.6000	dynamic	25	1	0	265	275	244.3421
58.5781	1.6000	dynamic	25	0	0	265	275	248.6842
63.1612	1.6000	dynamic	25	1	0	265	224	264.0789
67.7471	1.6000	dynamic	25	0	0	265	256	251.8421
72.3606	1.6000	dynamic	25	1	0	265	283	252.6316
76.9436	1.6000	dynamic	25	0	0	265	244	259.3421
81.5296	1.6000	dynamic	25	1	0	265	291	257.3684
86.1263	1.6000	dynamic	25	1	0	265	270	259.3421
90.7119	1.6000	dynamic	25	0	1	82	83	260.9211
95.2924	1.6000	dynamic	25	0	0	82	96	88.8158
99.8755	1.6000	dynamic	25	1	0	82	138	92.7632
104.4585	1.6000	dynamic	25	0	0	82	87	111.3158
109.0444	1.6000	dynamic	25	1	0	82	71	108.9474
113.6441	1.6000	dynamic	25	0	0	82	111	110.9211
118.2409	1.6000	dynamic	25	0	0	82	85	110.5263
122.8243	1.6000	dynamic	25	1	0	82	110	108.9474
127.4070	1.6000	dynamic	25	1	0	82	105	110.5263
131.9900	1.6000	dynamic	25	1	0	82	116	110.1316
136.5731	1.6000	dynamic	25	0	1	39	80	110.5263
141.1588	1.6000	dynamic	25	1	0	39	19	111.7105
145.7561	1.6000	dynamic	25	0	0	39	27	33.1579
150.3558	1.6000	dynamic	25	1	0	39	18	30.7895
154.9386	1.6000	dynamic	25	1	0	39	5	31.1842
159.5217	1.6000	dynamic	25	0	0	39	70	28.4211
164.1047	1.6000	dynamic	25	1	0	39	73	50.1316
168.6881	1.6000	dynamic	25	0	0	39	5	54.8684
