onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2433	1.6000	dynamic	25	1	0	175	181	142.1053
7.8912	1.6000	dynamic	25	1	0	175	182	178.8158
12.4886	1.6000	dynamic	25	1	0	175	133	181.5789
17.1198	1.6000	dynamic	25	1	0	175	173	137.3684
21.7335	1.6000	dynamic	25	1	0	175	149	168.9474
26.3644	1.6000	dynamic	25	0	0	175	171	153.5526
30.9784	1.6000	dynamic	25	1	0	175	180	164.6053
35.5926	1.6000	dynamic	25	1	1	168	179	170.1316
40.2057	1.6000	dynamic	25	1	0	168	153	174.0789
44.8029	1.6000	dynamic	25	0	0	168	203	155.5263
49.4181	1.6000	dynamic	25	1	0	168	120	202.5000
54.0314	1.6000	dynamic	25	1	0	168	191	124.7368
58.6621	1.6000	dynamic	25	0	0	168	179	157.1053
63.2771	1.6000	dynamic	25	1	0	168	144	169.7368
67.8912	1.6000	dynamic	25	0	0	168	164	148.4211
72.5042	1.6000	dynamic	25	1	0	168	152	154.3421
77.1193	1.6000	dynamic	25	1	0	168	182	152.3684
81.7323	1.6000	dynamic	25	0	0	168	178	163.8158
86.3478	1.6000	dynamic	25	0	0	168	192	172.5000
90.9618	1.6000	dynamic	25	0	0	168	187	186.7105
95.5757	1.6000	dynamic	25	0	0	168	149	185.9211
100.1889	1.6000	dynamic	25	0	0	168	179	158.2895
104.8030	1.6000	dynamic	25	0	1	206	212	170.9211
109.4179	1.6000	dynamic	25	0	0	206	238	201.3158
114.0318	1.6000	dynamic	25	0	0	206	168	230.1316
118.6454	1.6000	dynamic	25	1	0	206	227	170.9211
123.2604	1.6000	dynamic	25	0	0	206	163	217.8947
127.8743	1.6000	dynamic	25	0	0	206	194	172.1053
132.4885	1.6000	dynamic	25	1	0	206	171	185.9211
137.1026	1.6000	dynamic	25	0	0	206	214	175.6579
141.7160	1.6000	dynamic	25	0	0	206	221	213.5526
146.3309	1.6000	dynamic	25	1	0	206	235	219.8684
150.9441	1.6000	dynamic	25	0	1	148	190	236.4474
155.5582	1.6000	dynamic	25	0	0	148	176	193.8158
160.2903	1.6000	dynamic	25	0	0	148	165	176.8421
164.9042	1.6000	dynamic	25	1	0	148	183	164.2105
169.5180	1.6000	dynamic	25	0	0	148	175	174.4737
174.1320	1.6000	dynamic	25	1	0	148	147	177.6316
178.7467	1.6000	dynamic	25	1	0	148	134	152.3684
183.3611	1.6000	dynamic	25	1	0	148	156	139.3421
187.9913	1.6000	dynamic	25	0	0	148	136	147.6316
192.6046	1.6000	dynamic	25	1	0	148	133	138.5526
197.2195	1.6000	dynamic	25	1	0	148	158	132.2368
201.8335	1.6000	dynamic	25	0	0	148	151	155.9211
206.4468	1.6000	dynamic	25	0	0	148	66	150.3947
211.0788	1.6000	dynamic	25	1	0	148	153	63.1579
215.6926	1.6000	dynamic	25	1	1	241	218	130.6579
