onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2573	1.6000	dynamic	10	1	0	100	90	206.4474
7.9054	1.6000	dynamic	10	0	0	100	88	88.4211
12.5019	1.6000	dynamic	10	0	0	100	111	77.3684
17.0994	1.6000	dynamic	10	0	0	100	107	111.3158
21.6977	1.6000	dynamic	10	1	0	100	99	98.6842
26.2939	1.6000	dynamic	10	1	0	100	102	100.2632
30.9081	1.6000	dynamic	10	1	0	100	80	103.0263
35.5231	1.6000	dynamic	10	0	0	100	115	82.5000
40.1374	1.6000	dynamic	10	0	0	100	103	110.5263
44.7504	1.6000	dynamic	10	1	1	122	128	110.9211
49.3646	1.6000	dynamic	10	1	0	122	112	127.1053
53.9786	1.6000	dynamic	10	1	0	122	105	110.1316
58.5927	1.6000	dynamic	10	1	0	122	126	107.3684
63.2234	1.6000	dynamic	10	1	0	122	129	121.1842
67.8381	1.6000	dynamic	10	0	0	122	110	127.5000
72.4518	1.6000	dynamic	10	1	0	122	124	110.5263
77.0667	1.6000	dynamic	10	1	0	122	138	121.5789
81.6807	1.6000	dynamic	10	0	0	122	122	136.1842
86.2938	1.6000	dynamic	10	0	0	122	116	127.8947
90.9089	1.6000	dynamic	10	0	0	122	126	121.5789
95.5223	1.6000	dynamic	10	1	0	122	136	124.3421
100.1362	1.6000	dynamic	10	0	0	122	118	135.0000
104.7514	1.6000	dynamic	10	0	0	122	118	121.1842
109.3654	1.6000	dynamic	10	1	0	122	130	119.6053
113.9784	1.6000	dynamic	10	1	0	122	118	133.4211
118.5926	1.6000	dynamic	10	0	0	122	133	122.3684
123.2068	1.6000	dynamic	10	0	1	180	174	128.6842
127.8210	1.6000	dynamic	10	1	0	180	189	172.5000
132.4352	1.6000	dynamic	10	0	0	180	163	190.2632
137.0491	1.6000	dynamic	10	1	0	180	201	163.8158
141.6640	1.6000	dynamic	10	0	0	180	173	196.5789
146.2781	1.6000	dynamic	10	0	0	180	172	174.8684
150.8913	1.6000	dynamic	10	0	1	267	273	172.5000
155.5053	1.6000	dynamic	10	0	0	267	268	270.3947
160.1194	1.6000	dynamic	10	0	0	267	269	271.1842
164.7337	1.6000	dynamic	10	0	0	267	269	273.1579
169.3652	1.6000	dynamic	10	1	0	267	269	273.9474
173.9787	1.6000	dynamic	10	1	1	106	110	273.5526
178.5927	1.6000	dynamic	10	1	0	106	111	114.8684
183.2066	1.6000	dynamic	10	1	0	106	117	116.8421
187.8207	1.6000	dynamic	10	1	0	106	103	113.6842
192.4350	1.6000	dynamic	10	1	0	106	101	104.6053
197.0668	1.6000	dynamic	10	0	0	106	100	99.4737
201.6797	1.6000	dynamic	10	1	1	223	233	95.1316
206.2948	1.6000	dynamic	10	0	0	223	210	232.1053
