onset	duration	trial_type	outcome noise	outcome value	isChangeTrial	current state	current outcome	current prediction
3.2497	1.6000	dynamic	10	1	0	242	252	165.0000
7.8810	1.6000	dynamic	10	1	0	242	249	244.7368
12.4785	1.6000	dynamic	10	0	0	242	251	244.7368
17.0757	1.6000	dynamic	10	1	0	242	257	249.4737
21.6732	1.6000	dynamic	10	0	0	242	246	253.0263
26.2706	1.6000	dynamic	10	1	0	242	237	248.6842
30.8671	1.6000	dynamic	10	1	0	242	242	236.8421
35.4819	1.6000	dynamic	10	1	0	242	240	234.4737
40.0961	1.6000	dynamic	10	1	0	242	256	239.2105
44.7102	1.6000	dynamic	10	1	1	255	277	250.6579
49.3075	1.6000	dynamic	10	0	0	255	252	271.5789
53.9043	1.6000	dynamic	10	0	0	255	259	258.9474
58.5024	1.6000	dynamic	10	0	0	255	251	260.5263
63.0996	1.6000	dynamic	10	1	0	255	272	251.4474
67.7136	1.6000	dynamic	10	0	1	133	121	265.2632
72.3279	1.6000	dynamic	10	1	0	133	138	121.9737
76.9422	1.6000	dynamic	10	0	0	133	134	129.8684
81.5553	1.6000	dynamic	10	1	0	133	147	135.7895
86.1695	1.6000	dynamic	10	0	1	223	228	147.6316
90.7833	1.6000	dynamic	10	0	0	223	227	225.0000
95.3983	1.6000	dynamic	10	1	0	223	240	226.9737
100.0124	1.6000	dynamic	10	0	0	223	228	236.0526
104.6262	1.6000	dynamic	10	0	0	223	222	226.5789
109.2239	1.6000	dynamic	10	1	0	223	221	223.8158
113.8379	1.6000	dynamic	10	1	0	223	215	222.6316
118.4520	1.6000	dynamic	10	1	0	223	214	218.6842
123.0661	1.6000	dynamic	10	1	1	14	4	215.1316
127.6804	1.6000	dynamic	10	1	0	14	11	37.8947
132.2944	1.6000	dynamic	10	0	0	14	3	10.6579
136.9086	1.6000	dynamic	10	0	0	14	31	16.9737
141.5224	1.6000	dynamic	10	1	0	14	19	31.1842
146.1368	1.6000	dynamic	10	1	1	273	268	22.5000
150.7508	1.6000	dynamic	10	0	0	273	272	270.7895
155.3637	1.6000	dynamic	10	0	0	273	288	273.1579
159.9789	1.6000	dynamic	10	1	0	273	268	282.2368
164.5931	1.6000	dynamic	10	0	0	273	272	266.4474
169.2071	1.6000	dynamic	10	0	0	273	266	271.5789
173.8202	1.6000	dynamic	10	1	0	273	256	266.0526
178.4354	1.6000	dynamic	10	0	0	273	255	256.1842
183.0494	1.6000	dynamic	10	1	0	273	281	253.0263
187.6636	1.6000	dynamic	10	1	0	273	281	271.1842
192.2777	1.6000	dynamic	10	0	0	273	261	273.9474
196.8921	1.6000	dynamic	10	1	0	273	266	261.7105
201.5558	1.6000	dynamic	10	0	0	273	259	260.1316
206.1702	1.6000	dynamic	10	1	0	273	276	256.5789
210.7827	1.6000	dynamic	10	1	0	273	271	273.1579
215.3985	1.6000	dynamic	10	1	0	273	277	272.3684
220.0123	1.6000	dynamic	10	0	0	273	279	277.8947
224.6266	1.6000	dynamic	10	0	0	273	273	280.6579
229.2408	1.6000	dynamic	10	1	0	273	270	274.3421
233.8550	1.6000	dynamic	10	1	1	65	67	270.0000
238.4679	1.6000	dynamic	10	1	0	65	58	65.5263
243.0820	1.6000	dynamic	10	0	0	65	52	59.2105
247.6960	1.6000	dynamic	10	1	0	65	63	51.7105
252.3115	1.6000	dynamic	10	0	0	65	63	65.9211
256.9240	1.6000	dynamic	10	0	0	65	81	65.9211
261.5396	1.6000	dynamic	10	0	0	65	73	84.8684
266.1531	1.6000	dynamic	10	0	0	65	49	72.2368
270.7673	1.6000	dynamic	10	0	0	65	48	46.1842
275.3808	1.6000	dynamic	10	1	0	65	65	47.7632
280.0117	1.6000	dynamic	10	0	1	244	245	64.3421
284.6264	1.6000	dynamic	10	0	0	244	240	241.1842
289.2412	1.6000	dynamic	10	1	0	244	251	238.4211
293.8545	1.6000	dynamic	10	1	0	244	252	251.4474
298.4860	1.6000	dynamic	10	0	0	244	231	250.2632
